material,cor_material,codigo_barra,grupo,subgrupo,categoria_produto,path_completo,qtde_estoque
06.15.9077,26B,161160,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000161160.jpg,552.0
06.15.9077,60,158304,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000158304.jpg,202.3
06.15.9078,40P,162791,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000162791.jpg,655.5
06.15.9078,40P,162791,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\tratada\0000162791.jpg,655.5
06.15.9078,60,164627,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000164627.jpg,273.5
06.15.9079,26,159119,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000159119.jpg,22.0
06.15.9079,60,159323,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000159323.jpg,48.0
06.15.9079,B-60,285473,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000285473.jpg,99.0
06.15.9065,60,166669,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166669.jpg,87.0
06.15.9065,62,165648,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000165648.jpg,27.0
06.15.9061,60P,167689,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167689.jpg,965.0
06.15.9048,41F,167690,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167690.jpg,334.0
06.15.9055,03,169321,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169321.jpg,15.0
06.15.9055,60B,169117,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169117.jpg,1735.4
06.15.9055,60P,170545,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170545.jpg,823.0
06.15.9056,26,169933,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169933.jpg,518.0
06.15.9057,26,170137,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170137.jpg,160.0
06.15.9046,60,180542,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000180542.jpg,79.0
06.15.9018,60,166877,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166877.jpg,523.0
06.15.9018,B-26,285493,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000285493.jpg,79.0
06.15.9039,01,167283,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167283.jpg,91.0
06.15.9039,60,166467,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166467.jpg,1.0
06.15.9015,48,168713,06 - AVIAMENTOS (OUTROS),FITA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168713.jpg,50.0
06.14.9335,48P,313889,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000313889.jpg,921.0
06.14.9336,60L,305823,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000305823.jpg,27.0
06.14.9327,01,301519,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000301519.jpg,1069.0
06.14.9319,01,297761,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000297761.jpg,181.0
06.14.9319,60,297760,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000297760.jpg,100.0
06.14.9183,60A,169941,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169941.jpg,535.0
06.14.9186,12,168513,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168513.jpg,297.0
06.14.9222,12,167695,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167695.jpg,487.0
06.14.9222,60,168307,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168307.jpg,318.0
06.14.9203,PT,168716,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168716.jpg,584.0
06.14.9208,12C,167288,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167288.jpg,568.0
06.14.9208,26M,166880,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166880.jpg,369.0
06.14.9208,26P,167084,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167084.jpg,251.0
06.14.9208,26V,166472,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166472.jpg,166.0
06.14.9209,20,166676,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166676.jpg,75.0
06.14.9140,60B,169332,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169332.jpg,324.0
06.14.9140,68C,169128,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169128.jpg,5.0
06.14.9144,01P,168924,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168924.jpg,594.0
06.14.9144,60B,168720,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168720.jpg,425.0
06.14.9147,60B,168108,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168108.jpg,1231.0
06.14.9130,60P,170761,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170761.jpg,180.0
06.14.9107,82P,170151,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170151.jpg,76.0
06.14.9108,60,169743,06 - AVIAMENTOS (OUTROS),CRISTAIS,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169743.jpg,14215.0
06.14.9134,68C,168721,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168721.jpg,147.0
06.14.9136,60B,168109,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168109.jpg,5.0
06.14.9155,60,170147,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170147.jpg,215.0
06.14.9156,01,169739,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169739.jpg,599.0
06.14.9156,12V,168515,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168515.jpg,170.0
06.14.9161,60B,167291,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167291.jpg,168.0
06.14.9161,68C,166883,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166883.jpg,228.0
06.14.9283,60B,284096,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000284096.jpg,456.0
06.14.9267,60,282313,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000282313.jpg,520.0
06.14.9261,01P,280586,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000280586.jpg,455.0
06.14.9277,60V,282926,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000282926.jpg,377.0
06.14.9307,PT,293502,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000293502.jpg,48.0
06.14.9308,PT,293503,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000293503.jpg,968.0
06.14.9309,47,296792,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000296792.jpg,390.0
06.14.9311,60,294690,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000294690.jpg,206.033
06.14.9311,75,294691,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000294691.jpg,95.0
06.14.9311,PT,294689,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000294689.jpg,0.0
06.14.9312,60,294694,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000294694.jpg,283.0
06.14.9312,63,298045,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000298045.jpg,442.0
06.14.9312,PT,294695,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000294695.jpg,0.0
06.14.9236,12,168306,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168306.jpg,115.0
06.14.9236,PT,279527,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279527.jpg,248.5
06.14.9232,42,169938,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169938.jpg,253.0
06.14.9232,48,170142,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170142.jpg,269.0
06.14.9232,60,169734,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169734.jpg,202.0
06.14.9232,921,168918,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168918.jpg,269.0
06.14.9229,60,169122,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169122.jpg,299.0
06.14.9219,26,286095,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000286095.jpg,882.0
06.14.9219,60,168715,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168715.jpg,1095.0
06.14.9224,01C,279524,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279524.jpg,266.0
06.14.9224,01V,167083,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167083.jpg,299.0
06.14.9224,12B,166471,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166471.jpg,313.0
06.14.9224,60V,279525,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279525.jpg,317.0
06.14.9246,PT,279538,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279538.jpg,50.0
06.14.9247,60B,279539,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279539.jpg,104.0
06.14.9249,60,279541,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279541.jpg,143.0
06.14.9250,12,279542,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279542.jpg,309.0
06.14.9251,60,279543,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279543.jpg,287.0
06.14.9252,12,279544,06 - AVIAMENTOS (OUTROS),CADARÇO,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279544.jpg,236.0
06.09.9096,63,169000,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169000.jpg,185.0
06.09.9103,63,166756,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166756.jpg,72.0
06.09.9114,88,279503,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279503.jpg,126.0
06.09.9090,88,169408,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169408.jpg,2.0
06.09.9091,88,169204,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169204.jpg,192.0
06.09.9068,83,166759,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166759.jpg,207.0
06.09.9069,88,170838,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170838.jpg,44.0
06.09.9061,631,170023,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170023.jpg,7437.0
06.09.9064,88,180631,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000180631.jpg,230.0
06.09.9058,29,166760,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166760.jpg,179.0
06.09.9058,60F,176348,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000176348.jpg,343.0
06.09.9058,631,169615,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169615.jpg,836.0
06.09.9058,B-631,169207,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169207.jpg,100.0
06.09.9058,B-88,170839,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170839.jpg,463.0
06.09.9033,88,167374,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167374.jpg,2378.0
06.09.9033,88E,166966,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166966.jpg,26.0
06.09.9040,60X,168393,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168393.jpg,253.0
06.09.9042,88E,167169,06 - AVIAMENTOS (OUTROS),ARGOLA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167169.jpg,39.0
06.08.9089,88EDS,176356,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000176356.jpg,4.0
06.08.9092,27F,169419,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169419.jpg,384.0
06.08.9092,29,169215,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169215.jpg,138.0
06.08.9092,29E,170847,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170847.jpg,209.0
06.08.9092,60,170643,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170643.jpg,67.0
06.08.9092,631,171051,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000171051.jpg,7.0
06.08.9092,83,170031,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170031.jpg,68.0
06.08.9092,88,295475,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000295475.jpg,158.0
06.08.9092,88E,169827,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169827.jpg,19.0
06.08.9081,88EDS,167584,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167584.jpg,6.0
06.08.9068,88,170237,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170237.jpg,2.0
06.08.9071,88EDS,168605,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168605.jpg,14.0
06.08.9072,88,168197,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168197.jpg,2.0
06.08.9073,88E,167789,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167789.jpg,61.0
06.08.9073,88EDS,168401,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168401.jpg,270.0
06.08.9074,60E,167381,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167381.jpg,38.0
06.08.9061,63A,167790,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167790.jpg,168.0
06.08.9061,88,168402,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168402.jpg,2.0
06.08.9062,29A,167382,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167382.jpg,2.0
06.08.9062,63A,167178,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167178.jpg,15.0
06.08.9062,88,166566,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166566.jpg,2.0
06.08.9063,29,166770,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166770.jpg,2.0
06.08.9063,88,176358,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000176358.jpg,2.0
06.08.9064,29,169421,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169421.jpg,2.0
06.08.9099,60E,167991,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167991.jpg,55.0
06.08.9099,631E,167379,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167379.jpg,16.0
06.08.9099,88EDS,166971,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166971.jpg,9.0
06.08.9105,88EDS,170642,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170642.jpg,8.0
06.08.9116,88,169825,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169825.jpg,99.0
06.08.9121,60,167989,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167989.jpg,58.0
06.08.9085,88,167380,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167380.jpg,81.0
06.08.9086,88,166972,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166972.jpg,82.0
06.08.9135,88,167784,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167784.jpg,0.0
06.08.9137,63,167988,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167988.jpg,2.0
06.08.9123,88,166969,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166969.jpg,28.0
06.08.9140,88E,166560,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166560.jpg,61.0
06.08.9141,631DS,176352,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000176352.jpg,123.0
06.08.9141,88EDS,169415,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169415.jpg,394.0
06.08.9144,60,279492,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279492.jpg,0.0
06.08.9145,60,279495,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279495.jpg,26.0
06.08.9146,60,279497,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279497.jpg,7.0
06.08.9147,60,279498,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000279498.jpg,0.0
06.08.9148,88,285897,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000285897.jpg,15.0
06.08.9155,60,292873,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000292873.jpg,38.0
06.08.9163,88,295348,06 - AVIAMENTOS (OUTROS),FIVELA,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000295348.jpg,2.0
06.10.9039,88,293521,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000293521.jpg,329.0
06.10.9034,60,167977,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167977.jpg,5.0
06.10.9024,29,167978,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167978.jpg,219.0
06.10.9024,60F,167366,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167366.jpg,274.0
06.10.9024,631,166958,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166958.jpg,3274.0
06.10.9024,88,167162,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167162.jpg,56.0
06.10.9024,B-631,166550,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000166550.jpg,168.0
06.10.9027,29,169609,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169609.jpg,0.0
06.10.9027,631,169405,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169405.jpg,0.0
06.10.9027,88,169201,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169201.jpg,645.0
06.10.9027,B-631,170833,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170833.jpg,1768.0
06.10.9028,60,297617,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000297617.jpg,190.0
06.10.9029,60,170017,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170017.jpg,140.0
06.11.9130,88,167358,06 - AVIAMENTOS (OUTROS),CORRENTES/CINTOS,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000167358.jpg,65.0
06.10.9012,88,169406,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169406.jpg,1223.0
06.10.9012,88E,169202,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000169202.jpg,1197.0
06.10.9014,83,170630,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170630.jpg,132.0
06.10.9015,88,170018,06 - AVIAMENTOS (OUTROS),REGULADOR,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000170018.jpg,18.0
06.11.9230,631,180610,06 - AVIAMENTOS (OUTROS),CORRENTES/CINTOS,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000180610.jpg,40.0
06.11.9158,27,168783,06 - AVIAMENTOS (OUTROS),CORRENTES/CINTOS,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\0000168783.jpg,28.0
06.11.9158,27,168783,06 - AVIAMENTOS (OUTROS),CORRENTES/CINTOS,ELLUS,\\192.168.50.80\img_est_mp\Fotos_MP\tratada\0000168783.jpg,28.0
